                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1005,                 2.2139,                 2.4721,                 0.9203,                 0.7894,                0.85442,                0.47527,                 1.5869,                 1.1779,                  1.777,             0.00066616,             0.00066616,             0.00066616
